grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
te sumu koto dewa nai,て済むことではない（てすむことではない）,~ is not enough to solve the problem; cannot be resolved by ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e6%b8%88%e3%82%80%e3%81%93%e3%81%a8%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-te-sumu-koto-dewa-nai-meaning/
te yamanai,てやまない,always; never stop; can’t help but ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%84%e3%81%be%e3%81%aa%e3%81%84-te-yamanai-meaning/
temae,手前（てまえ）,Learn Japanese grammar: 【てまえ】(temae). Meaning: considering; before; in front of; one’s standpoint.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""2"">手前</td></tr><tr><td>Noun + の</td></tr></tbody></table>","Example #1自分が一番若い手前、皆のお茶を入れるのは当然だ。hintromajiEnglishじぶんがいちばんわかいてまえ、みなのおちゃをいれるのはとうぜんだ。jibun ga ichiban wakai temae, mina no ocha o ireru no wa touzen da.Since I am the youngest, it is only natural that I am the one who prepare's everyone's tea.","Example #2熱があるから学校を休むと言ってしまった手前、外に出て誰かに見られてはまずい。hintromajiEnglishねつがあるからがっこうをやすむといってしまったてまえ、そとにでてだれかにみられてはまずい。netsu ga aru kara gakkou o yasumu to itte shimatta temae, soto ni dete dare ka ni mirarete wa mazui.Considering I said I couldn't go to school because I have a fever, it would be bad if someone spotted me going outside.",https://jlptsensei.com/learn-japanese-grammar/%e6%89%8b%e5%89%8d-%e3%81%a6%e3%81%be%e3%81%88-temae-meaning/
temo dou ni mo naranai,てもどうにもならない,Learn Japanese grammar: (temo dou ni mo naranai) / (temo dou naru mono demo nai). Meaning: it’s no use; can’t do anything.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (て form) + も</td><td rowspan=""4"">どうにもならない<br/>どうなるものでもない</td></tr><tr><td>Noun + でも</td></tr><tr><td>な-adjective + でも</td></tr><tr><td>い-adjective + <s>い</s> + くても</td></tr></tbody></table>",Example #1今さら反対してもどうなるものでもない。hintromajiEnglishいまさらはんたいしてもどうなるものでもない。imasara hantai shite mo dou naru mono de mo nai.It's too late to oppose things now.,Example #2過ぎたことを後悔してもどうにもならない。hintromajiEnglishすぎたことをこうかいしてもどうにもならない。sugita koto o koukai shite mo dou ni mo naranai.It's no use regretting things that happened in the past.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e3%81%a9%e3%81%86%e3%81%ab%e3%82%82%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-temo-dou-ni-mo-naranai-meaning/
temo sashitsukaenai,ても差し支えない（てもさしつかえない）,can ~; it’s okay if ~ (indicates permission or compromise),<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e5%b7%ae%e3%81%97%e6%94%af%e3%81%88%e3%81%aa%e3%81%84-%e3%81%a6%e3%82%82%e3%81%95%e3%81%97%e3%81%a4%e3%81%8b%e3%81%88%e3%81%aa%e3%81%84-temo-sashitsukaenai-meaning/
temo shiranai,ても知らない（てもしらない）,if (you) continue... you'll end up / I don't care about it,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a6%e3%82%82%e7%9f%a5%e3%82%89%e3%81%aa%e3%81%84-temo-shiranai-meaning/
to aimatte,と相まって（とあいまって）,"Learn Japanese grammar: 【とあいまって / があいまって】(to aimatte / ga aimatte). Meaning: combining / together with…, more; because of the influence of…, more ~.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun + と/が/も</td><td>相まって<br/>あいまって</td></tr></tbody></table>","Example #1空の青と相まって、紅葉がより美しく見える。hintromajiEnglishそらのあおとあいまって、こうようがよりうつくしくみえる。sora no ao to aimatte, kouyou ga yori utsukushiku mieru.The fall colours look more beautiful with the blue sky.","Example #2努力と運が相まって、合格することができた。hintromajiEnglishどりょくとうんがあいまって、ごうかくすることができた。doryoku to un ga aimatte, goukaku suru koto ga dekita.Combining effort and luck, I was able to pass the exam.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e7%9b%b8%e3%81%be%e3%81%a3%e3%81%a6-%e3%81%a8%e3%81%82%e3%81%84%e3%81%be%e3%81%a3%e3%81%a6-to-aimatte-meaning/
to areba,とあれば,Learn Japanese grammar: (to areba). Meaning: if it is the case that; if ~ (conjunction).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">とあれば</td></tr><tr><td>Noun</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1必要とあれば力を貸します。hintromajiEnglishひつようとあればちからをかします。hitsuyou to areba chikara o kashimasu.If it's necessary, I will lend you a hand.",Example #2それが運命とあれば仕方がない。hintromajiEnglishそれがうんめいとあればしかたがない。sore ga unmei to areba shikata ga nai.If that's my fate then it can't be helped.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%82%e3%82%8c%e3%81%b0-to-areba-meaning/
to atte,とあって,Learn Japanese grammar: (to atte). Meaning: due to the fact that; because of ~. This is not often used regarding one’s own self.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">とあって</td></tr><tr><td>Noun +（だ）</td></tr><tr><td>な-adjective +（だ）</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>","Example #1夏休みとあって、平日なのに学生がたくさんいる。hintromajiEnglishなつやすみとあって、へいじつなのにがくせいがたくさんいる。natsuyasumi to atte, heijitsu nanoni gakusei ga takusan iru.Due to it being summer break, even though it's a weekday, there are lots of students here.","Example #2ゴールデンウィークとあって、どこに行っても混んでいる。hintromajiEnglishゴールデンウィークとあって、どこにいってもこんでいる。gooruden wiiku to atte, doko ni itte mo kondeiru.Since it's Golden Week, no matter where you go it'll be crowded.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%82%e3%81%a3%e3%81%a6-to-atte-meaning/
to bakari ni,とばかりに,as if to say; as though~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%b0%e3%81%8b%e3%82%8a%e3%81%ab-to-bakari-ni-meaning/
to ie domo,といえども,even if; even though; despite ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%88%e3%81%a9%e3%82%82-to-ie-domo-meaning/
to ienaku mo nai,と言えなくもない（といえなくもない）,one can even say that; it can also be said that ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%a8%80%e3%81%88%e3%81%aa%e3%81%8f%e3%82%82%e3%81%aa%e3%81%84-to-ienaku-mo-nai-meaning/
to ii~to ii,といい～といい,Learn Japanese grammar: (to ii~to ii). Meaning: both … and; not only … also; whether it be … or ~. This is an expression that...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>といい</td><td>Noun</td><td>といい</td></tr></tbody></table>","Example #1このレストランは、料理の味といい値段といい、文句のつけようがない。hintromajiEnglishこのレストランは、りょうりのあじといいねだんといい、もんくのつけようがない。kono resutoran wa, ryouri no aji to ii nedan to ii, monku no tsuke you ga nai.This restaurant has good food taste and good price, so I can't complain.","Example #2あの映画はストーリーといい、キャラクターといい、素晴らしかった。hintromajiEnglishあのえいがはストーリーといい、キャラクターといい、すばらしかった。ano eiga wa sutoorii to ii, kyarakutaa to ii, subarashikatta.That movie had a good story and great characters, it was wonderful.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%84%ef%bd%9e%e3%81%a8%e3%81%84%e3%81%84-to-ii-to-ii-meaning/
to ittara nai,といったらない,extremely; very; nothing more ... than this; as ... as it could possibly be,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%a3%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-to-ittara-nai-meaning/
to iu,という,Learn Japanese grammar: (to iu). Meaning: all; every single ~ (no exceptions). The same noun is used twice to express the meaning of “all ~”...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>という</td><td>(same) noun</td></tr></tbody></table>",Example #1津波によって家という家が全て流されてしまった。hintromajiEnglishつなみによっていえといういえがすべてながされてしまった。tsunami ni yotte ie to iu ie ga subete nagasarete shimatta.The tsunami washed away all the houses (leaving none behind).,Example #2大雪で東京に行くの電車という電車が中止されている。hintromajiEnglishたいせつでとうきょうにいくのでんしゃというでんしゃがちゅうしされている。taisetsu de toukyou ni iku no densha to iu densha ga chuushi sarete iru.All trains heading towards Tokyo have been canceled due to heavy snow.,https://jlptsensei.com/learn-japanese-grammar/n1-%e3%81%a8%e3%81%84%e3%81%86-to-iu-meaning-all-every/
to iu ka~to iu ka,というか～というか,Learn Japanese grammar: (to iu ka~to iu ka). Meaning: or rather; or perhaps I should say; I mean ~. This does not need to be...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <small>(casual)</small></td><td rowspan=""4"">というか</td><td>Verb <small>(casual)</small></td><td rowspan=""4"">というか</td></tr><tr><td>Noun</td><td>Noun</td></tr><tr><td>な-adj</td><td>な-adj</td></tr><tr><td>い-adj</td><td>い-adj</td></tr></tbody></table>","Example #1気温が低すぎて、寒いというか痛い。hintromajiEnglishきおんがひくすぎて、さむいというかいい。kion ga hiku sugite, samui to iu ka itai.The temperature is too low. It's more painful than cold.","Example #2あんこが好きというか、ないと生きていけない。hintromajiEnglishあんこがすきというか、ないといきていけない。anko ga suki to iu ka, nai to ikite ikenai.I really like ""anko"" (sweet red bean paste), or rather I should say I can't live without it.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%8b%ef%bd%9e%e3%81%a8%e3%81%84%e3%81%86%e3%81%8b-to-iu-ka-to-iu-ka-meaning/
to iu mono,というもの,Learn Japanese grammar: (to iu mono). Meaning: during; for; since; over a period of time. The nouns must represent a unit of time and are...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun (time unit)</td><td>というもの</td></tr></tbody></table>","Example #1この一週間というもの、そればっかりです。hintromajiEnglishこのいっしゅうかんというもの、そればっかりです。kono isshuukan to iu mono, sore bakkari desu.We've had nothing else this past week","Example #2引っ越ししてからのこの１週間というもの、ずっと荷物の整理をしている。hintromajiEnglishひっこししてからのこの１しゅうかんというもの、ずっとにもつのせいりをしている。hikkoshi shite kara no kono isshuukan to iu mono, zutto nimotsu no seiri o shiteiru.I've been organizing my luggage for the past week since I moved.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%82%e3%81%ae-to-iu-mono-meaning/
to iu tokoro da / to itta tokoro da,というところだ / といったところだ,Learn Japanese grammar: (to iu tokoro da / to itta tokoro da). Meaning: at the most; no more than​; at best; roughly; about ~. Implies...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>というところだ<br/>といったところだ<br/>ってところだ</td></tr></tbody></table>",Example #1彼女は多く見ても２０歳というところだ。hintromajiEnglishかのじょはおおくみてもはたちというところだ。kanojo wa ooku mitemo hatachi to iu tokoro da.She is 20 years old at most.,"Example #2ジムに行くのは週2、3回というところだ。hintromajiEnglishジムにいくのはしゅう2、3かいというところだ。jimu ni iku no wa shuu 2, 3 kai to iu tokoro da.I go to the gym at best 2 to 3 times a week.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a0-%e3%81%a8%e3%81%84%e3%81%a3%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a0-iu-tokoro-da-meaning/
to iu wake da,というわけだ,Learn Japanese grammar: (to iu wake da) & (to iu wake desu) . Meaning: that’s why; no wonder; this means; it is the case that;...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Phrase</td><td>というわけだ<br/>というわけです</td></tr></tbody></table>",Example #1それが私たちの目的というわけです。hintromajiEnglishそれがわたしたちのもくてきというわけです。sore ga watashitachi no mokuteki to iu wake da.That is our goal.,"Example #2じゃあ、あと１時間ぐらいはいられるというわけですね。hintromajiEnglishじゃあ、あと１じかんぐらいはいられるというわけですね。jaa, ato 1 jikan gurai wa irareru to iu wake desu ne.So this means you will still be around for another hour or so?",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%8f%e3%81%91%e3%81%a0-to-iu-wake-da-%e3%81%a8%e3%81%84%e3%81%86%e3%82%8f%e3%81%91%e3%81%a7%e3%81%99-meaning/
to iu wake dewa nai,というわけではない,it’s not that; it doesn’t mean that ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%81%86%e3%82%8f%e3%81%91%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-to-iu-wake-dewa-nai-meaning/
to iwazu~to iwazu,といわず～といわず,"both; not only A or B, but (overall) ~",<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%84%e3%82%8f%e3%81%9a%ef%bd%9e%e3%81%a8%e3%81%84%e3%82%8f%e3%81%9a-to-iwazu-to-iwazu-meaning/
to kiteiru,ときている,because of ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8d%e3%81%a6%e3%81%84%e3%82%8b-to-kiteiru-meaning/
to miru to,とみると,"Learn Japanese grammar: (to miru to). Meaning: as soon as one realizes …, then ~. This sentence pattern is used to express the idea that...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">とみると</td></tr><tr><td>Noun +（だ）</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>","Example #1彼女は、店員が中国人だとみると、中国語で話しかける。hintromajiEnglishかのじょは、てんいんがちゅうごくじんだとみると、ちゅうごくごではなしかける。kanojo wa, tenin ga chuugokujin da to miru to, chuugokugo de hanashi kakeru.After realizing the shop staff is Chinese, she speaks to them in Chinese.","Example #2本格的なイタリア料理屋ではないとみると、彼女はガッカリしていて、少ししか食べなかった。hintromajiEnglishほんかくてきなイタリアりょうりやではないとみると、かのじょはガッカリしていて、すこししかたべなかった。honkaku tekina itaria ryouriya dewa nai to miru to, kanojo wa gakkari shite ite, sukoshi shika tabenakatta.After realizing that it wasn't a full-fledged Italian restaurant, she was disappointed and only ate a little.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%bf%e3%82%8b%e3%81%a8-to-miru-to-meaning/
to miru ya,と見るや（とみるや）,at the sight of; upon seeing; after confirming ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e8%a6%8b%e3%82%8b%e3%82%84-%e3%81%a8%e3%81%bf%e3%82%8b%e3%82%84-to-miru-ya-meaning/
to naru to / to nareba,となると / となれば,Learn Japanese grammar: (to naru to / to nareba / to nattara). Meaning: when it comes to; in such a case; if that happens.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">と（も）なると<br/>と（も）なれば<br/>となったら</td></tr><tr><td>Noun</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1いざ出発となると、不安になってきた。hintromajiEnglishいざしゅっぱつとなると、ふあんになってきた。iza shuppatsu to naru to, fuan ni natte kita.When it came time to leave, I became anxious.","Example #2彼はとてもいいひとですが結婚となると、ちょっと頼りない気がする。hintromajiEnglishかれはとてもいいひとですがけっこんとなると、ちょっとたよりないきがする。kare wa totemo ii hito desuga kekkon to naru to, chotto tayorinai ki ga suru.He is a very nice person, but when it comes to marriage, he feels a little unreliable.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%aa%e3%82%8b%e3%81%a8-%e3%81%a8%e3%81%aa%e3%82%8c%e3%81%b0-%e3%81%a8%e3%81%aa%e3%81%a3%e3%81%9f%e3%82%89-to-naru-to-nareba-meaning/
to sareru,とされる,Learn Japanese grammar: (to sareru / to sareteiru). Meaning: is considered to; it is said that ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Sentence</td><td rowspan=""2"">とされる<br/>とされている</td></tr><tr><td>Noun</td></tr></tbody></table>",Example #1彼のやったことは法律違反とされる。hintromajiEnglishかれのやったことはほうりついはんとされる。kare no yatta koto wa houritsu ihan to sareru.What he did is considered a violation of the law.,Example #2息子は社会人として必要とされている知識に欠ける。hintromajiEnglishむすこはしゃかいじんとしてひつようとされているちしきにかける。musuko wa shakaijin toshite hitsuyou to sareteiru chishiki ni kakeru.My son is lacking knowledge considered necessary to survive in society as an adult.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%95%e3%82%8c%e3%82%8b-%e3%81%a8%e3%81%95%e3%82%8c%e3%81%a6%e3%81%84%e3%82%8b-to-sareru-meaning/
tokitara,ときたら,Learn Japanese grammar: (tokitara). Meaning: when it comes to; concerning ~. This is used by the speaker to express their judgements or strong emotions about...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>ときたら</td></tr></tbody></table>","Example #1私の息子ときたら、もうすぐ試験なのに遊んでばかりいるんですよ。hintromajiEnglishわたしのむすこときたら、もうすぐしけんなのにあそんでばかりいるんですよ。watashi no musuko tokitara, mou sugu shiken na noni asonde bakari irun desu yo.My son is not studying at all although his exam is coming up soon.","Example #2うちの大学ときたら、学費が高いくせに先生たちの質が低すぎるよ。hintromajiEnglishうちのだいがくときたら、がくひがたかいくせにせんせいたちのしつがひくすぎるよ。uchi no daigaku tokitara, gakuhi ga takai kuse ni sensei tachi no shitsu ga hiku sugiru yo.At our university, the quality of the teachers is too low despite the high tuition fees.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8d%e3%81%9f%e3%82%89-tokitara-meaning/
tokoro o,ところを,Learn Japanese grammar: (tokoro o). Meaning: although (it is a certain time or something is in a certain condition); even though normally.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">ところを</td></tr><tr><td>Noun + の</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1お忙しいところをお集まりいただき、ありがとうございます。hintromajiEnglishおいそがしいところをおあつまりいただき、ありがとうございます。oisogashii tokoro o o atsumari itadaki, arigatou gozaimasu.Thank you for taking time out of your busy schedules to gather here.","Example #2先生、お忙しいところをすみません。ちょっとこれを教えていただけませんか。hintromajiEnglishせんせい、おいそがしいところをすみません。ちょっとこれをおしえていただけませんか。sensei, o isogashii tokoro o sumimasen. chotto kore o oshiete itadakemasen ka.Teacher, I'm sorry to disturb you when you are busy, but could you please teach me about this?",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%82%92-tokoro-o-meaning/
tomo arou mono ga,ともあろうものが,of all people (expression showing surprise at a high standing person's misbehavior),<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%e3%81%82%e3%82%8d%e3%81%86%e3%82%82%e3%81%ae%e3%81%8c-tomo-arou-mono-ga-meaning/
tomo naku / tomo nashi ni,ともなく / ともなしに,Learn Japanese grammar: (tomo naku / tomo nashi ni). Meaning: somehow; without knowing; without thinking; unconsciously​ ~. Meaning 1) Verb + ともなく / ともなしに To...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>1)</td><td>Verb (dictionary)</td><td rowspan=""2"">ともなく<br/>ともなしに</td></tr><tr><td>2)</td><td>interrogative word + (particle)<br/>疑問詞 ＋ (助詞)</td></tr></tbody></table>","Example #1休みの日にはどこへ行くともなしにドライブすることが多い。hintromajiEnglishやすみのひにはどこへいくともなしにドライブすることがおおい。yasumi no hi ni wa doko e iku tomo nashi ni doraibu suru koto ga ooi.On my days off, I often drive without any destination in mind.","Example #2チラシを見るともなく見ていたら、友達が映っていた。hintromajiEnglishチラシをみるともなくみていたら、ともだちがうつっていた。chirashi o miru tomo naku miteitara, tomodachi ga utsutteita.Without looking intentionally, I somehow noticed a flyer that my friend appeared on.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%e3%81%aa%e3%81%8f-%e3%81%a8%e3%82%82%e3%81%aa%e3%81%97%e3%81%ab-tomo-naku-meaning/
tomo sureba,ともすれば,apt to (do); tend to; liable to; prone to ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%e3%81%99%e3%82%8c%e3%81%b0-tomo-sureba-meaning/
tomo~tomo,とも～とも,unable to draw a conclusion; unable to judge,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%82%ef%bd%9e%e3%81%a8%e3%82%82-tomo-tomo-meaning/
toriwake,とりわけ,especially; above all ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%82%8a%e3%82%8f%e3%81%91-toriwake-meaning/
toshita koto ga,としたことが,"Learn Japanese grammar: 【としたことが】(toshita koto ga). Meaning: of all people, who would have thought? This is used to express the surprise of the speaker toward...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>としたことが</td></tr></tbody></table>","Example #1彼としたことが、こんな大きなミスをするなんて、信じられない。hintromajiEnglishかれとしたことが、こんなおおきなミスをするなんて、しんじられない。kare toshita koto ga, konna ooki na misu o suru nante, shinjirarenai.I can't believe that of all people, he would make such a big mistake.","Example #2大学生としたことが、こんな問題も答えられないなんて。hintromajiEnglishだいがくせいとしたことが、こんなもんだいもこたえられないなんて。daigakusei toshita koto ga, konna mondai mo kotae rarenai nante.Of all people, for a university student to not be able to answer this kind of question...",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%97%e3%81%9f%e3%81%93%e3%81%a8%e3%81%8c-toshita-koto-ga-meaning/
tossa ni,とっさに,at once; right away; promptly,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%a3%e3%81%95%e3%81%ab-tossa-ni-meaning/
tote,とて,even; even if/though ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%a6-tote-particle-meaning/
towa,とは,Learn Japanese grammar: (towa). Meaning: I didn’t know; I was surprised that; the fact that ~. This is a particle used to indicate the topic...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">とは</td></tr><tr><td>Noun +（だ/だった）</td></tr><tr><td>な-adjective +（だ/だった）</td></tr><tr><td>い-adjective + い</td></tr></tbody></table>",Example #1彼が犯人だったとは…hintromajiEnglishかれがはんにんだったとは…kare ga han'nin datta to wa…I didn't think he was the culprit...,"Example #2才能のある彼女が急に亡くなるとは、とても残念です。hintromajiEnglishさいのうのあるかのじょがきゅうになくなるとは、とてもざんねんです。sainou no aru kanojo ga kyuu ni naku naru towa, totemo zannen desu.It's such a shame and shocking that such a talented person like her has suddenly died.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af-towa-meaning/
towa ie,とはいえ,though; although; be that as it may; nonetheless,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af%e3%81%84%e3%81%88-towa-ie-meaning/
towa kurabemono ni naranai,とは比べものにならない（とはくらべものにならない）,Learn Japanese grammar: 【とはくらべものにならない】(towa kurabemono ni naranai). Meaning: can’t compare with ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>とは比べものにならない</td></tr></tbody></table>","Example #1彼女は美人で英語もぺらぺらだし、とても私とは比べものにならないです。hintromajiEnglishかのじょはびじんでえいごもぺらぺらだし、とてもわたしとはくらべものにならないです。kanojo wa bijin de eigo mo perapera dashi, totemo watashi towa kurabemono ni naranai desu.She is beautiful and fluent in English, so I can't even compare to her.",Example #2私の料理はお母さんとは比べものにならない。hintromajiEnglishわたしのりょうりはおかあさんとはくらべものにならない。watashi no ryouri wa okaasan towa kurabemono ni naranai.My cooking skill cannot compare with my mother's.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af%e6%af%94%e3%81%b9%e3%82%82%e3%81%ae%e3%81%ab%e3%81%aa%e3%82%89%e3%81%aa%e3%81%84-towa-kurabemono-ni-naranai-meaning/
towa utte kawatte / to wa utte kawari,とは打って変わって / とは打って変わり（とはうってかわって / とはうってかわり）,unlike; totally different; very different from ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af%e6%89%93%e3%81%a3%e3%81%a6%e5%a4%89%e3%82%8f%e3%81%a3%e3%81%a6-%e3%81%a8%e3%81%af%e6%89%93%e3%81%a3%e3%81%a6%e5%a4%89%e3%82%8f%e3%82%8a-towa-utte-kawatte-meaning/
tsu~tsu,つ～つ,Learn Japanese grammar: (tsu~tsu). Meaning: and ~ (indicates two contrasting actions happening continuously / repetitively). Two different verb sets can be used: Opposite verbs 「行きつ～戻りつ」(iki...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (stem) <s>ます</s></td><td>つ</td><td>Verb (stem) <s>ます</s></td><td>つ</td></tr></tbody></table>",Example #1たくさんの亀が池の中を浮きつ沈みつしている。hintromajiEnglishたくさんのかめがいけのなかをうきつしずみつしている。takusan no kame ga ike no naka o uki tsu shizumi tsu shite iru.Many turtles are floating and sinking in the pond.,"Example #2どうしても欲しいゲームがあって、店の前を行きつ戻りつした。hintromajiEnglishどうしてもほしいゲームがあって、みせのまえをいきつもどりつした。doushitemo hoshii geemu ga atte, mise no mae o iki tsu modori tsu shita.There was a game I really wanted, and I went back and forth in front of the store.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%ef%bd%9e%e3%81%a4-tsu-tsu-meaning/
tsukusu,尽くす（つくす）,to use up (completely without anything remaining); to exhaust; to run out of ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e5%b0%bd%e3%81%8f%e3%81%99-%e3%81%a4%e3%81%8f%e3%81%99-tsukusu-meaning/
tteba / ttara,ってば / ったら,speaking of; I told you already; come on (annoyance / dissatisfaction),<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a3%e3%81%a6%e3%81%b0-%e3%81%a3%e3%81%9f%e3%82%89-tteba-ttara-meaning/
uchi ni hairanai,うちに入らない（うちにはいらない）,not really; can't be regarded as ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%86%e3%81%a1%e3%81%ab%e5%85%a5%e3%82%89%e3%81%aa%e3%81%84-uchi-ni-hairanai-meaning/
wa,わ,Learn Japanese grammar: (wa). Meaning: feminine sentence ending particle. わ (wa) is used by women at the end of sentences. It has no meaning in...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td rowspan=""4"">Phrase</td><td>わ</td></tr><tr><td>わね</td></tr><tr><td>わよ</td></tr><tr><td>わよね</td></tr></tbody></table>","Example #1知ってるわ。hintromajiEnglishしっているわ。shitteiru wa.Yes, I know.",Example #2ちゃんとやるわ！hintromajiEnglishちゃんとやるわ！chanto yaru wa!I will do my best!,https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f-wa-particle-meaning/
wa dou de are,はどうであれ,however; whatever​ ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%e3%81%a9%e3%81%86%e3%81%a7%e3%81%82%e3%82%8c-wa-dou-de-are-meaning/
